ID,name_seq,collection_time,index,is.node,pmsmdemdef,STN,AMRany,ESBLR,CiprofloxacinR,AzithromycinR,Genotype,Genotype_simplified,Phylowave_group
5754,5754,2018.027006,0.034641727,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,6
5755,5755,2018.565157,0.032439458,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,6
5756,5756,2003.775869,0.088663167,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,6
5757,5757,2009.549917,0.093881373,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,6
5758,5758,2009.811077,0.093889326,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,6
5759,5759,2013.681322,0.055064944,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,6
5760,5760,2015.940348,0.040723415,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,6
5761,5761,2010.193295,0.087019226,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,6
5762,5762,2015.748064,0.041778934,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,6
5763,5763,2011.487286,0.072950046,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,6
5764,5764,2016.29711,0.039896197,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,6
5765,5765,2016.705522,0.038087599,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,6
5766,5766,2012.623785,0.063566442,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,6
5767,5767,2015.170028,0.046101362,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,6
5768,5768,2016.225049,0.039937593,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,6
5769,5769,2014.539727,0.050323204,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,6
5770,5770,2015.295577,0.045739749,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,6
5771,5771,2015.569671,0.043668041,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,6
5772,5772,2002.668278,0.088481643,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,6
5773,5773,2003.694803,0.098142713,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,6
5774,5774,2004.275531,0.098392579,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5775,5775,2004.956731,0.088406841,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5776,5776,2009.480276,0.128704456,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5777,5777,2010.122548,0.117517681,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5778,5778,2011.16433,0.103294727,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5779,5779,2010.385992,0.114220763,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5780,5780,2013.099888,0.080620575,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5781,5781,2016.153683,0.055326858,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5782,5782,2017.166968,0.051361001,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5783,5783,2016.816563,0.052485703,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5784,5784,2014.29989,0.07073312,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5785,5785,2016.234375,0.054967776,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5786,5786,2014.525475,0.069565335,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5787,5787,2015.273228,0.063990412,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5788,5788,2016.135638,0.055500765,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5789,5789,2014.980413,0.065204455,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5790,5790,2015.492369,0.061559389,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5791,5791,2015.874662,0.058091438,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5792,5792,2016.260396,0.055055461,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5793,5793,2017.357291,0.050890441,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5794,5794,2017.86301,0.048563672,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5795,5795,2008.39319,0.119952928,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5796,5796,2010.243715,0.118018418,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5797,5797,2010.89049,0.108774439,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5798,5798,2012.451982,0.095777091,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5799,5799,2014.408963,0.077839457,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5800,5800,2014.833847,0.074034132,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5801,5801,2015.131037,0.071127318,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5802,5802,2015.414653,0.068183838,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5803,5803,2012.794806,0.094524733,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5804,5804,2013.083422,0.090914597,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5805,5805,2014.509177,0.076466567,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5806,5806,2014.051113,0.081182397,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5807,5807,2015.939054,0.064183217,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5808,5808,2016.745543,0.05878685,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5809,5809,2017.305436,0.056756531,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5810,5810,2017.923913,0.053090669,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5811,5811,2017.791063,0.053781872,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5812,5812,2018.208664,0.053384002,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5813,5813,2018.844767,0.047352503,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5814,5814,2013.104384,0.09035594,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5815,5815,2016.906676,0.057222337,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5816,5816,2013.704491,0.086359438,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5817,5817,2014.142215,0.081009633,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5818,5818,2014.565741,0.076416045,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5819,5819,2015.298389,0.069711547,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5820,5820,2015.451586,0.068782604,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5821,5821,2016.61183,0.059477841,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5822,5822,2015.932237,0.064994257,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5823,5823,2016.360838,0.061279522,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5824,5824,2015.16802,0.071435588,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5825,5825,2015.779712,0.065750865,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5826,5826,2016.712748,0.059162406,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5827,5827,2018.148984,0.052483736,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5828,5828,2018.140681,0.052939769,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5829,5829,2018.981811,0.047509028,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5830,5830,2019.424088,0.043071205,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5831,5831,2011.384592,0.105280298,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5832,5832,2011.934192,0.100565842,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5833,5833,2015.021883,0.071332283,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5834,5834,2012.664767,0.094569844,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5835,5835,2013.51642,0.088398372,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5836,5836,2014.379879,0.077288316,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5837,5837,2012.267279,0.098066742,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5838,5838,2012.796755,0.094265586,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5839,5839,2013.219855,0.091807806,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5840,5840,2013.842935,0.088409759,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5841,5841,2014.498765,0.078459832,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5842,5842,2017.261009,0.058198571,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5843,5843,2017.987766,0.05491744,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5844,5844,2018.274987,0.053689881,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5845,5845,2014.59716,0.078920184,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5846,5846,2015.12255,0.072431144,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5847,5847,2015.592511,0.067387574,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5848,5848,2016.826341,0.060939016,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5849,5849,2017.33145,0.05761653,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5850,5850,2018.217601,0.054042028,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5851,5851,2013.417326,0.090786529,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5852,5852,2014.329473,0.081098594,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5853,5853,2014.600197,0.077255293,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5854,5854,2015.63534,0.067203167,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5855,5855,2013.572493,0.09137388,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5856,5856,2014.207636,0.082559827,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5857,5857,2017.308496,0.057302174,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5858,5858,2014.97705,0.075089936,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5859,5859,2015.43199,0.069849899,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5860,5860,2014.378459,0.08050821,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5861,5861,2015.798996,0.066075273,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5862,5862,2016.923684,0.060132609,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5863,5863,2014.997609,0.074144615,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5864,5864,2016.270977,0.063921278,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5865,5865,2017.065589,0.059316483,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5866,5866,2017.477251,0.056071088,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5867,5867,2013.306403,0.088329272,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5868,5868,2013.853147,0.086737469,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5869,5869,2014.463568,0.079246118,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5870,5870,2014.824817,0.075360685,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5871,5871,2015.295849,0.071256402,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5872,5872,2016.013734,0.065761703,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5873,5873,2016.24747,0.064335033,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5874,5874,2016.615155,0.062277204,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5875,5875,2016.757144,0.061772967,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5876,5876,2017.021184,0.059578124,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5877,5877,2015.805648,0.067168594,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5878,5878,2016.283937,0.065040029,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5879,5879,2016.989588,0.061957512,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5880,5880,2016.675352,0.063472652,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5881,5881,2017.503524,0.058227101,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5882,5882,2017.788172,0.057750781,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5883,5883,2016.824575,0.062692711,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5884,5884,2017.29382,0.060121661,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5885,5885,2016.244819,0.064888903,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5886,5886,2016.58356,0.063796171,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5887,5887,2016.921745,0.063139248,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5888,5888,2017.126802,0.061859284,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5889,5889,2017.221322,0.061696931,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5890,5890,2018.74971,0.052813832,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5891,5891,2017.388705,0.060648381,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5892,5892,2017.77865,0.059587588,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5893,5893,2018.726626,0.05310561,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5894,5894,2017.963376,0.058453651,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5895,5895,2018.62864,0.053973538,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5896,5896,2017.573413,0.058601125,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5897,5897,2017.880755,0.058968054,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5898,5898,2018.126255,0.057534102,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5899,5899,2017.851297,0.058404368,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5900,5900,2019.619572,0.043619132,yes,NA,NA,NA,NA,NA,NA,NA,03.06.2001,4
5901,5901,2005.642635,0.10520631,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5902,5902,2009.31174,0.145429972,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5903,5903,2009.636521,0.14652173,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5904,5904,2010.750992,0.129161043,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5905,5905,2011.789688,0.112213206,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5906,5906,2012.842859,0.104264462,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5907,5907,2013.330085,0.094399632,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5908,5908,2013.459835,0.092479481,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5909,5909,2013.118491,0.097491391,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5910,5910,2015.16411,0.074260626,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5911,5911,2014.610874,0.08035022,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5912,5912,2015.543007,0.069678252,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5913,5913,2013.778133,0.091478829,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5914,5914,2014.146117,0.086089439,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5915,5915,2016.177366,0.066816355,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5916,5916,2014.907006,0.07972808,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5917,5917,2015.391648,0.075117498,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5918,5918,2014.132631,0.087255585,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5919,5919,2014.635096,0.082243642,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5920,5920,2016.770342,0.064505071,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5921,5921,2015.360516,0.076524955,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5922,5922,2016.287844,0.066709059,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5923,5923,2014.546165,0.08412801,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5924,5924,2015.252461,0.07697714,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5925,5925,2015.888756,0.069782055,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5926,5926,2014.879207,0.080777708,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5927,5927,2015.17266,0.077480998,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5928,5928,2015.182634,0.078224725,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5929,5929,2016.803056,0.065820131,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5930,5930,2015.753397,0.071652182,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5931,5931,2017.487227,0.062573814,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5932,5932,2016.003308,0.070036944,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5933,5933,2016.255028,0.068713361,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5934,5934,2016.994982,0.066831636,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5935,5935,2017.950628,0.061165287,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5936,5936,2017.78443,0.062824099,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5937,5937,2018.485334,0.058282118,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5938,5938,2016.712856,0.066401089,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5939,5939,2017.017949,0.066142965,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5940,5940,2017.374766,0.064314732,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5941,5941,2017.702306,0.062879591,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5942,5942,2017.800534,0.063858632,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5943,5943,2018.720526,0.057080467,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5944,5944,2018.042749,0.062142261,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5945,5945,2018.130307,0.062158553,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5946,5946,2018.408886,0.06099427,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5947,5947,2018.699144,0.057079427,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5948,5948,2006.218304,0.119749112,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5949,5949,2007.418134,0.147657395,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5950,5950,2008.298993,0.161280689,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5951,5951,2009.238232,0.157224489,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5952,5952,2014.794033,0.080809782,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5953,5953,2015.356335,0.077241313,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5954,5954,2016.33815,0.066402057,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5955,5955,2015.984523,0.069347951,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5956,5956,2016.379104,0.066162362,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5957,5957,2008.786232,0.162523994,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5958,5958,2009.892511,0.158883468,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5959,5959,2012.79199,0.110351876,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5960,5960,2008.979414,0.162986002,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5961,5961,2009.555157,0.168420717,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5962,5962,2010.125837,0.156602837,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5963,5963,2009.859563,0.164742746,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5964,5964,2010.6942,0.152282141,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5965,5965,2011.573075,0.130863351,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5966,5966,2011.085072,0.14571895,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5967,5967,2011.414728,0.13535108,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5968,5968,2011.813192,0.130519437,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5969,5969,2010.214102,0.157617388,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5970,5970,2011.033094,0.145857415,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5971,5971,2011.704499,0.128835564,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5972,5972,2012.750018,0.114485525,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5973,5973,2013.461943,0.100508843,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5974,5974,2013.885787,0.095350839,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5975,5975,2012.507862,0.11894635,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5976,5976,2013.49658,0.098635618,yes,NA,NA,NA,NA,NA,NA,NA,ZOthers,4
5977,5977,2006.367747,0.125454832,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5978,5978,2008.067221,0.160179263,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5979,5979,2009.065827,0.155638563,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5980,5980,2018.586905,0.056510663,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5981,5981,2006.481235,0.131187023,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5982,5982,2007.712874,0.166334836,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5983,5983,2008.52656,0.165518805,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5984,5984,2016.55327,0.068299576,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5985,5985,2016.972371,0.067955874,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5986,5986,2017.200465,0.06633786,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5987,5987,2013.676416,0.101524169,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5988,5988,2014.638747,0.087702229,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5989,5989,2015.455512,0.079363225,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5990,5990,2016.016328,0.07276587,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5991,5991,2016.885313,0.070206515,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5992,5992,2017.52183,0.067002035,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5993,5993,2018.497914,0.062452842,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5994,5994,2018.852447,0.059045248,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5995,5995,2013.93688,0.098089434,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5996,5996,2014.512462,0.090493252,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5997,5997,2015.064992,0.083309684,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5998,5998,2015.209534,0.082610738,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
5999,5999,2015.828365,0.074224937,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
6000,6000,2017.427277,0.066868643,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
6001,6001,2018.456918,0.062087304,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
6002,6002,2016.723742,0.070486539,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
6003,6003,2017.223304,0.069941106,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
6004,6004,2018.036956,0.065089864,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
6005,6005,2017.380882,0.068924135,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
6006,6006,2017.677632,0.066429594,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
6007,6007,2017.873062,0.066979402,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
6008,6008,2018.135304,0.065232151,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
6009,6009,2018.299268,0.065088379,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
6010,6010,2008.229511,0.163162263,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
6011,6011,2009.201767,0.163208368,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
6012,6012,2014.11741,0.092734637,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
6013,6013,2009.452407,0.167940806,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
6014,6014,2010.327029,0.155043091,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
6015,6015,2011.083177,0.143435626,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
6016,6016,2014.737724,0.084479479,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
6017,6017,2012.879883,0.110531093,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
6018,6018,2015.032903,0.082447763,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
6019,6019,2015.690567,0.074529201,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
6020,6020,2016.116986,0.070749421,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
6021,6021,2009.798398,0.167925574,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
6022,6022,2010.350705,0.15216308,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
6023,6023,2012.077339,0.126029838,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
6024,6024,2017.823876,0.063140582,yes,NA,NA,NA,NA,NA,NA,NA,3.6.1.1,4
