"","Accession","Group","AMRany","ESBLR","CiprofloxacinR","AzithromycinR","Genotype","STNGroups"
"2673","SRR11041413","non-pMSM",1,1,1,0,"3.7.25","non-STN"
"2674","SRR11041540","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2675","SRR11041359","non-pMSM",0,0,0,0,"3.7.8","non-STN"
"2676","SRR11041496","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2677","SRR11041346","Travel",1,1,1,0,"3.7.25","Travel"
"2678","SRR11041598","non-pMSM",1,1,1,0,"3.7.25","non-STN"
"2679","SRR11041457","pMSM",1,1,1,1,"3.6.1.1.2","STN"
"2680","SRR11041497","Travel",0,0,0,0,"3.6.1","Travel"
"2681","SRR11048340","Travel",1,1,1,1,"3.6.3","Travel"
"2682","SRR11048341","pMSM",1,1,1,1,"3.6.3","non-STN"
"2683","SRR11048309","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2684","SRR11048312","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2685","SRR11048338","non-pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2686","SRR11068382","Travel",1,1,1,0,"3.7.25","Travel"
"2687","SRR11068396","Travel",0,0,0,0,"3.7","Travel"
"2688","SRR11080621","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"2689","SRR11080624","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2690","SRR11080626","pMSM",0,0,0,0,"2.10.1","non-STN"
"2691","SRR11096692","pMSM",1,1,1,0,"3.6.1.1","non-STN"
"2692","SRR11096700","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2693","SRR11096650","Travel",0,0,0,0,"2.10.1","Travel"
"2694","SRR11096701","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2695","SRR11096690","non-pMSM",0,0,0,0,"3.7.10","non-STN"
"2696","SRR11096643","non-pMSM",1,1,0,0,"3.7.25","non-STN"
"2697","SRR11096683","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2698","SRR11096646","non-pMSM",0,0,0,0,"3.7.30.4.1","non-STN"
"2699","SRR11142322","pMSM",0,0,0,0,"3.7.10","non-STN"
"2700","SRR11142323","pMSM",0,0,0,0,"3.7.3","non-STN"
"2701","SRR11142351","pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2702","SRR11142342","non-pMSM",0,0,0,0,"Uncalled","non-STN"
"2703","SRR11142357","Travel",1,0,1,0,"3.6.1.1","Travel"
"2704","SRR11142340","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2705","SRR11142362","pMSM",1,1,0,0,"3.7.26","non-STN"
"2706","SRR11195324","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2707","SRR11195319","pMSM",0,0,0,0,"2.7.1","non-STN"
"2708","SRR11206407","pMSM",1,1,1,1,"3.6.1.1.2","STN"
"2709","SRR11206529","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2710","SRR11215228","non-pMSM",1,1,1,0,"3.7.25","non-STN"
"2711","SRR11206403","pMSM",0,0,0,0,"3.6.1","non-STN"
"2712","SRR11215191","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"2713","SRR11215171","non-pMSM",0,0,0,0,"3.7.26","non-STN"
"2714","SRR11215178","Travel",1,1,0,0,"3.7.16","Travel"
"2715","SRR11215155","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2716","SRR11215190","Travel",0,0,0,0,"2.4.2","Travel"
"2717","SRR11215168","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2718","SRR11215240","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2719","SRR11215163","pMSM",0,0,0,0,"3.6.1","non-STN"
"2720","SRR11215189","non-pMSM",0,0,0,0,"2.4.3","non-STN"
"2721","SRR11215220","non-pMSM",0,0,0,0,"3.7.18","non-STN"
"2722","SRR11215226","Travel",1,0,1,0,"3.6.1.1","Travel"
"2723","SRR11361830","Travel",0,0,0,0,"3.7.10","Travel"
"2724","SRR11361864","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2725","SRR11363385","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2726","SRR11361741","pMSM",1,1,1,0,"3.6.1.1","non-STN"
"2727","SRR11361815","Travel",0,0,0,0,"3.7.10","Travel"
"2728","SRR11361817","pMSM",1,0,1,0,"3.6.1.1.2","STN"
"2729","SRR11361777","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2730","SRR11363384","non-pMSM",1,1,1,0,"3.7.30.4.1","non-STN"
"2731","SRR11361836","non-pMSM",1,1,1,0,"3.7.30.4.1","non-STN"
"2732","SRR11361736","non-pMSM",1,1,1,0,"3.7.25","non-STN"
"2733","ERR1364146","pMSM",0,0,0,0,"3.7.11","non-STN"
"2734","ERR1364160","pMSM",0,0,0,0,"3.7.20","non-STN"
"2735","ERR1364151","non-pMSM",0,0,0,0,"3.7.27","non-STN"
"2736","ERR1364174","non-pMSM",0,0,0,0,"2.1.1","non-STN"
"2737","ERR1364175","Travel",0,0,0,0,"1.5.1","Travel"
"2738","ERR1364176","Travel",0,0,0,0,"3.7.21","Travel"
"2739","ERR1364187","pMSM",0,0,0,0,"3.7.25","non-STN"
"2740","ERR1364211","non-pMSM",0,0,0,0,"3.7.6","non-STN"
"2741","ERR1364235","Travel",0,0,0,0,"3.7.16","Travel"
"2742","ERR1364246","non-pMSM",0,0,0,0,"2.2999999999999998","non-STN"
"2743","ERR1364284","Travel",0,0,0,0,"3.7.26","Travel"
"2744","ERR1364271","non-pMSM",0,0,0,0,"3.7.10","non-STN"
"2745","ERR1364182","pMSM",0,0,0,0,"3.7.12","non-STN"
"2746","ERR1364190","non-pMSM",0,0,0,0,"3.7.8","non-STN"
"2747","ERR1364304","non-pMSM",0,0,0,0,"3.7.4","STN"
"2748","ERR1364308","pMSM",0,0,0,0,"2.10.2","non-STN"
"2749","ERR1364233","pMSM",1,0,1,0,"3.6.1.1.3.1","STN"
"2750","ERR1364222","non-pMSM",0,0,0,0,"3.7.19","non-STN"
"2751","SRR5024465","pMSM",0,0,0,0,"3.1","STN"
"2752","SRR4787440","pMSM",0,0,0,0,"3.1","STN"
"2753","SRR4787157","pMSM",0,0,0,0,"3.1","STN"
"2754","SRR4788161","Travel",0,0,0,0,"3.7.17","Travel"
"2755","SRR4787172","pMSM",0,0,0,0,"3.1","STN"
"2756","SRR4897616","Travel",0,0,0,0,"3.7.25","Travel"
"2757","SRR4787393","pMSM",0,0,0,0,"3.1","STN"
"2758","SRR4787190","pMSM",0,0,0,0,"3.1","STN"
"2759","SRR4787757","pMSM",0,0,0,0,"3.1","STN"
"2760","SRR7850060","pMSM",0,0,0,0,"3.7.25","non-STN"
"2761","SRR4786830","Travel",0,0,0,0,"3.6.2","Travel"
"2762","SRR5018329","Travel",0,0,0,0,"3.6.2","Travel"
"2763","SRR4788262","non-pMSM",0,0,0,0,"3.7.12","non-STN"
"2764","SRR4787409","non-pMSM",0,0,0,0,"3.7.12","non-STN"
"2765","SRR4897215","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2766","SRR4788072","non-pMSM",0,0,0,0,"3.7.12","non-STN"
"2767","SRR4787412","non-pMSM",0,0,0,0,"3.7.12","non-STN"
"2768","SRR5023891","non-pMSM",0,0,0,0,"3.7.12","non-STN"
"2769","SRR5017459","non-pMSM",0,0,0,0,"3.7.12","non-STN"
"2770","SRR5017544","non-pMSM",0,0,0,0,"3.7.25","STN"
"2771","SRR4897301","non-pMSM",0,0,0,0,"3.7.25","STN"
"2772","SRR5024311","non-pMSM",0,0,0,0,"3.7.25","STN"
"2773","SRR7839371","pMSM",0,0,0,0,"3.7.18","STN"
"2774","SRR4787323","non-pMSM",0,0,0,0,"3.7.18","non-STN"
"2775","SRR4897757","non-pMSM",0,0,0,0,"3.7.18","non-STN"
"2776","SRR4786910","non-pMSM",0,0,0,0,"3.7.18","non-STN"
"2777","SRR5024306","non-pMSM",0,0,0,0,"3.7.18","non-STN"
"2778","SRR4897833","non-pMSM",0,0,0,0,"3.7.18","non-STN"
"2779","SRR4787753","non-pMSM",0,0,0,0,"3.7.18","non-STN"
"2780","SRR5006401","non-pMSM",0,0,0,0,"3.7.18","non-STN"
"2781","SRR5006060","non-pMSM",0,0,0,0,"3.7.18","non-STN"
"2782","SRR4787355","non-pMSM",0,0,0,0,"3.7.18","non-STN"
"2783","SRR4897703","non-pMSM",0,0,0,0,"3.7.18","non-STN"
"2784","SRR4787785","non-pMSM",0,0,0,0,"3.7.25","STN"
"2785","SRR5005289","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2786","SRR4195489","pMSM",1,0,1,0,"3.6.1.1.3.1","STN"
"2787","SRR4195791","non-pMSM",0,0,0,0,"3.7.25","non-STN"
"2788","SRR4194446","non-pMSM",0,0,0,0,"3.7.25","non-STN"
"2789","SRR4195491","pMSM",0,0,0,0,"3.7.25","non-STN"
"2790","SRR4788140","pMSM",1,0,1,0,"3.6.1.1.3.1","STN"
"2791","SRR4195625","pMSM",0,0,0,0,"3.7.25","STN"
"2792","SRR4788172","pMSM",1,0,1,0,"3.6.1.1.3.1","non-STN"
"2793","SRR4897575","pMSM",1,0,1,0,"3.6.1.1.3.1","STN"
"2794","SRR4184779","pMSM",0,0,0,0,"3.7.25","non-STN"
"2795","SRR4897069","pMSM",1,0,1,0,"3.6.1.1.3.1","STN"
"2796","SRR4195724","non-pMSM",1,0,1,0,"3.6.1.1.3.1","STN"
"2797","SRR4195750","pMSM",0,0,0,0,"3.7.25","STN"
"2798","SRR4195635","pMSM",1,0,1,0,"3.6.1.1.3.1","STN"
"2799","SRR4195729","pMSM",1,0,1,1,"3.6.1.1.3.1","STN"
"2800","SRR5024501","pMSM",1,0,1,0,"3.6.1.1.3.1","STN"
"2801","SRR4192109","non-pMSM",0,0,0,0,"3.7.18","STN"
"2802","SRR4184854","pMSM",1,0,1,0,"3.6.1.1.3.1","STN"
"2803","SRR4787752","non-pMSM",0,0,0,0,"3.7","non-STN"
"2804","SRR4184845","pMSM",0,0,0,0,"3.7.25","STN"
"2805","SRR4897828","non-pMSM",0,0,0,0,"2.1","non-STN"
"2806","SRR4192118","pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2807","SRR4787210","non-pMSM",0,0,0,0,"3.6.3","non-STN"
"2808","SRR4786252","pMSM",0,0,0,0,"3.7.25","STN"
"2809","SRR4192110","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"2810","SRR7833840","pMSM",0,0,0,0,"3.7.25","non-STN"
"2811","SRR7850131","pMSM",0,0,0,0,"3.7.25","STN"
"2812","SRR7850188","pMSM",0,0,0,0,"3.7.25","STN"
"2813","SRR5006364","non-pMSM",1,1,1,0,"3.7.25","non-STN"
"2814","SRR4192084","pMSM",0,0,0,0,"3.7.21","non-STN"
"2815","SRR7850142","pMSM",0,0,0,0,"3.7.25","STN"
"2816","SRR4184780","Travel",0,0,0,0,"3.6.2","Travel"
"2817","SRR4897632","Travel",0,0,0,0,"3.6.2","Travel"
"2818","SRR5024461","Travel",0,0,0,0,"3.6.2","Travel"
"2819","SRR5018391","Travel",0,0,0,0,"3.6.2","Travel"
"2820","SRR5024463","Travel",0,0,0,0,"3.6.2","Travel"
"2821","SRR4897494","Travel",0,0,0,0,"3.6.2","Travel"
"2822","SRR4184830","Travel",0,0,0,0,"3.6.2","Travel"
"2823","SRR4195748","non-pMSM",1,1,1,0,"3.6.3","non-STN"
"2824","SRR4184747","Travel",0,0,0,0,"3.6.2","Travel"
"2825","SRR4897060","Travel",0,0,0,0,"3.6.2","Travel"
"2826","SRR4787213","pMSM",0,0,0,0,"3.7.29.1.2","STN"
"2827","SRR7285486","pMSM",0,0,0,0,"3.7.29.1.2","STN"
"2828","SRR4195475","Travel",1,0,1,0,"3.6.1.1","Travel"
"2829","SRR4788108","non-pMSM",0,0,0,0,"3.7.29.1.2","STN"
"2830","SRR4195745","pMSM",0,0,0,0,"3.7.25","STN"
"2831","SRR4195624","pMSM",0,0,0,0,"3.7.25","STN"
"2832","SRR5034597","pMSM",0,0,0,0,"3.7.25","STN"
"2833","SRR4787365","Travel",0,0,0,0,"3.7.25","Travel"
"2834","SRR7842181","pMSM",0,0,0,0,"3.7.4","STN"
"2835","SRR7835536","pMSM",0,0,0,0,"3.7.29.1.2","STN"
"2836","SRR7850180","pMSM",0,0,0,0,"3.7.25","STN"
"2837","SRR7834595","pMSM",0,0,0,0,"3.7.29.1.2","STN"
"2838","SRR4195779","pMSM",1,0,1,0,"3.6.1.1.3.1","STN"
"2839","SRR7836296","pMSM",0,0,0,0,"3.7.29.1.2","STN"
"2840","SRR4195474","pMSM",0,0,0,0,"3.7.25","STN"
"2841","SRR5006144","pMSM",1,0,1,0,"3.6.1.1.3.1","STN"
"2842","SRR4192077","pMSM",1,0,0,1,"3.7.25","STN"
"2843","SRR5023931","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2844","SRR4897297","pMSM",0,0,0,0,"3.7.25","STN"
"2845","SRR4788171","pMSM",1,0,1,0,"3.6.1.1.2","STN"
"2846","SRR4193518","pMSM",1,0,0,1,"3.7.25","STN"
"2847","SRR4194269","pMSM",0,0,0,0,"3.7.25","STN"
"2848","SRR4897123","Travel",0,0,0,0,"3.7.25","Travel"
"2849","SRR7179956","non-pMSM",1,1,1,0,"3.6.3","non-STN"
"2850","SRR5018175","pMSM",1,0,0,1,"3.7.25","STN"
"2851","SRR5018315","pMSM",1,0,0,1,"3.7.25","STN"
"2852","SRR4195639","pMSM",1,0,1,0,"3.6.1.1.3.1","STN"
"2853","SRR4787786","pMSM",1,0,1,0,"3.6.1.1.3.1","STN"
"2854","SRR4195763","Travel",1,0,1,0,"3.6.1.1.2","Travel"
"2855","SRR4192094","pMSM",0,0,0,0,"3.7.25","STN"
"2856","SRR4787850","pMSM",0,0,0,0,"3.7.29.1.2","STN"
"2857","SRR4195739","non-pMSM",0,0,0,0,"3.7.29.1.2","STN"
"2858","SRR7839375","pMSM",1,0,0,1,"3.7.29.1.2","STN"
"2859","SRR4195771","pMSM",0,0,0,0,"3.7.25","STN"
"2860","SRR4193282","pMSM",1,0,1,0,"3.6.1.1.2","STN"
"2861","SRR4193396","non-pMSM",1,0,1,0,"3.6.1.1","STN"
"2862","SRR4195723","non-pMSM",0,0,0,0,"3.7.29.1.2","STN"
"2863","SRR4195741","pMSM",1,0,1,0,"3.6.1.1.3.1","STN"
"2864","SRR7179890","non-pMSM",1,0,0,1,"3.7.29.1.2","STN"
"2865","SRR4195733","pMSM",0,0,0,0,"3.7.25","STN"
"2866","SRR4195785","pMSM",1,0,0,1,"3.7.25","STN"
"2867","SRR4195720","pMSM",1,1,0,1,"3.7.25","STN"
"2868","SRR4897750","pMSM",0,0,0,0,"3.7.25","STN"
"2869","SRR4787904","pMSM",1,0,1,0,"3.6.1.1.2","STN"
"2870","SRR3531879","non-pMSM",1,0,1,0,"3.6.1.1.2","STN"
"2871","SRR4195783","Travel",0,0,0,0,"3.7.21","Travel"
"2872","SRR3530542","pMSM",1,0,1,0,"3.6.1.1.2","STN"
"2873","SRR5023730","non-pMSM",0,0,0,0,"3.6.3","non-STN"
"2874","SRR3531783","non-pMSM",0,0,0,0,"3.7.25","non-STN"
"2875","SRR3530543","Travel",0,0,0,0,"3.7.25","Travel"
"2876","SRR3531892","Travel",0,0,0,0,"3.7.25","Travel"
"2877","SRR7277751","Travel",0,0,0,0,"3.7.25","Travel"
"2878","SRR3530522","Travel",0,0,0,0,"3.7.25","Travel"
"2879","SRR3531913","Travel",0,0,0,0,"3.7.25","Travel"
"2880","SRR4788206","Travel",0,0,0,0,"3.7.25","Travel"
"2881","SRR3531904","Travel",1,0,1,0,"3.6.1.1","Travel"
"2882","SRR3530302","non-pMSM",0,0,0,0,"3.7.25","non-STN"
"2883","SRR3531356","non-pMSM",0,0,0,0,"3.7.25","non-STN"
"2884","SRR3530636","pMSM",1,0,0,1,"3.7.25","STN"
"2885","SRR3530452","pMSM",0,0,0,0,"3.7.29.1.2","STN"
"2886","SRR3530811","Travel",1,0,1,0,"3.6.1.1","Travel"
"2887","SRR4787324","pMSM",1,1,0,0,"3.6.4","non-STN"
"2888","SRR4181557","Travel",1,0,1,0,"3.7.18","Travel"
"2889","SRR3530529","Travel",1,0,1,0,"3.7.18","Travel"
"2890","SRR3530643","pMSM",1,0,1,0,"3.7.18","non-STN"
"2891","SRR4181583","Travel",0,0,0,0,"3.6.1","Travel"
"2892","SRR4181605","pMSM",0,0,0,0,"3.7.25","STN"
"2893","SRR4787197","pMSM",0,0,0,0,"3.7.25","non-STN"
"2894","SRR5005523","non-pMSM",1,0,0,1,"3.7.18","non-STN"
"2895","SRR3531252","non-pMSM",0,0,0,0,"3.7.25","STN"
"2896","SRR4788076","non-pMSM",1,0,1,0,"3.7.18","non-STN"
"2897","SRR3531897","pMSM",1,0,0,1,"3.7.25","STN"
"2898","SRR3531865","Travel",0,0,0,0,"2.4.2","Travel"
"2899","SRR4181486","non-pMSM",0,0,0,0,"3.7.25","non-STN"
"2900","SRR3531900","pMSM",0,0,0,0,"3.7.25","STN"
"2901","SRR5024252","Travel",1,0,1,0,"3.6.1.1","Travel"
"2902","SRR5005496","Travel",0,0,0,0,"3.7.3","Travel"
"2903","SRR3530537","non-pMSM",0,0,0,0,"3.7.25","non-STN"
"2904","SRR3530446","non-pMSM",0,0,0,0,"3.6.2","non-STN"
"2905","SRR3530408","Travel",0,0,0,0,"3.7.25","Travel"
"2906","SRR3531446","pMSM",1,0,1,0,"3.6.1.1","STN"
"2907","SRR4181563","Travel",0,0,0,0,"3.7.25","Travel"
"2908","SRR3530772","Travel",0,0,0,0,"3.6.2","Travel"
"2909","SRR4181402","Travel",0,0,0,0,"3.7.21","Travel"
"2910","SRR3530459","Travel",0,0,0,0,"3.7.25","Travel"
"2911","SRR3530623","Travel",1,1,0,0,"3.7.25","Travel"
"2912","SRR3530444","pMSM",0,0,0,0,"3.6.2","non-STN"
"2913","SRR3530617","non-pMSM",0,0,0,0,"3.6.2","non-STN"
"2914","SRR3530842","non-pMSM",0,0,0,0,"3.6.3","non-STN"
"2915","SRR3531249","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"2916","SRR3531027","non-pMSM",0,0,0,0,"3.7.18","non-STN"
"2917","SRR3530638","pMSM",1,0,0,1,"3.7.29.1.2","STN"
"2918","SRR4897109","Travel",1,0,1,0,"3.6.1.1","Travel"
"2919","SRR3531861","Travel",0,0,0,0,"3.7","Travel"
"2920","SRR5024299","non-pMSM",0,0,0,0,"3.7.16","non-STN"
"2921","SRR3531902","pMSM",0,0,0,0,"3.6.2","non-STN"
"2922","SRR3530555","pMSM",1,0,0,1,"3.7.25","STN"
"2923","SRR5029663","Travel",0,0,0,0,"3.6.2","Travel"
"2924","SRR5029842","pMSM",0,0,0,0,"3.6.1","non-STN"
"2925","SRR3531870","Travel",1,0,1,0,"3.6.1.1","Travel"
"2926","SRR3531732","Travel",1,0,1,0,"3.6.1.1","Travel"
"2927","SRR3531871","pMSM",0,0,0,0,"3.7.29.1.2","STN"
"2928","SRR3530393","pMSM",1,0,0,1,"3.7.25","STN"
"2929","SRR3531755","non-pMSM",0,0,0,0,"3.6.2","non-STN"
"2930","SRR3531854","pMSM",0,0,0,0,"2.11.5","non-STN"
"2931","SRR3530460","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"2932","SRR3530557","pMSM",0,0,0,0,"3.7","non-STN"
"2933","SRR3530571","pMSM",1,0,0,1,"3.7.29.1.2","STN"
"2934","SRR3530640","pMSM",1,0,0,1,"3.7.29.1.2","STN"
"2935","SRR3531652","non-pMSM",1,1,0,0,"3.7.25","non-STN"
"2936","SRR3530509","Travel",1,1,0,0,"3.7.25","Travel"
"2937","SRR4787823","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2938","SRR4181596","Travel",0,0,0,0,"3.6.2","Travel"
"2939","SRR4181568","Travel",0,0,0,0,"3.6.2","Travel"
"2940","SRR3530456","Travel",0,0,0,0,"3.6.2","Travel"
"2941","SRR3530576","pMSM",0,0,0,0,"3.7.18","non-STN"
"2942","SRR3530784","Travel",0,0,0,0,"3.6.2","Travel"
"2943","SRR3530749","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"2944","SRR3531778","pMSM",0,0,0,0,"3.7.26","non-STN"
"2945","SRR3530824","Travel",0,0,0,0,"3.6.3","Travel"
"2946","SRR3530611","Travel",0,0,0,0,"3.6.2","Travel"
"2947","SRR4181483","Travel",0,0,0,0,"3.6.4","Travel"
"2948","SRR3531230","pMSM",0,0,0,0,"3.7.25","STN"
"2949","SRR3530544","non-pMSM",1,1,1,0,"3.7.30.1","non-STN"
"2950","SRR4181535","non-pMSM",1,1,1,0,"3.7.30.1","non-STN"
"2951","SRR3530572","pMSM",1,0,0,1,"3.7.29.1.2","STN"
"2952","SRR4181576","Travel",0,0,0,0,"3.7.18","Travel"
"2953","SRR4787718","Travel",0,0,0,0,"3.7.25","Travel"
"2954","SRR5006092","pMSM",0,0,0,0,"3.7.18","non-STN"
"2955","SRR3531021","pMSM",0,0,0,0,"3.6.2","non-STN"
"2956","SRR4787057","non-pMSM",0,0,0,0,"3.6.3","non-STN"
"2957","SRR3531344","Travel",1,1,1,0,"3.6.1","Travel"
"2958","SRR4787281","Travel",1,0,1,0,"3.6.1.1","Travel"
"2959","SRR4897326","Travel",0,0,0,0,"3.6.3","Travel"
"2960","SRR4787424","Travel",1,0,1,0,"3.7.18","Travel"
"2961","SRR3530548","non-pMSM",0,0,0,0,"3.6.3","non-STN"
"2962","SRR3531674","non-pMSM",1,1,1,0,"3.7","non-STN"
"2963","SRR3531910","pMSM",0,0,0,0,"3.7.25","non-STN"
"2964","SRR5023698","Travel",0,0,0,0,"3.6.3","Travel"
"2965","SRR4181604","Travel",0,0,0,0,"3.7.26","Travel"
"2966","SRR3531781","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"2967","SRR3530457","pMSM",0,0,0,0,"3.6.3","non-STN"
"2968","SRR5006236","pMSM",0,0,0,0,"3.7.21","non-STN"
"2969","SRR4181531","Travel",0,0,0,0,"3.7.16","Travel"
"2970","SRR3530600","non-pMSM",1,1,1,0,"3.6.1.1","non-STN"
"2971","SRR5023700","Travel",1,0,0,1,"3.7.29.1.2","Travel"
"2972","SRR5023687","Travel",1,0,1,0,"3.6.1.1","Travel"
"2973","SRR5023686","non-pMSM",0,0,0,0,"3.6.2","non-STN"
"2974","SRR4788294","Travel",1,0,1,0,"3.6.1.1","Travel"
"2975","SRR4181581","non-pMSM",1,1,1,0,"3.7","non-STN"
"2976","SRR3530760","Travel",0,0,0,0,"3.7.16","Travel"
"2977","SRR3531777","non-pMSM",0,0,0,0,"3.7.16","non-STN"
"2978","SRR3531231","pMSM",1,1,0,1,"3.7.25","STN"
"2979","SRR3531232","Travel",1,0,1,0,"3.6.1.1","Travel"
"2980","SRR3531901","Travel",0,0,0,0,"3.7.25","Travel"
"2981","SRR4787881","non-pMSM",0,0,0,0,"3.7.4","non-STN"
"2982","SRR5024218","non-pMSM",0,0,0,0,"3.7.25","non-STN"
"2983","SRR3530606","pMSM",1,0,1,0,"3.6.1.1","STN"
"2984","SRR3530435","pMSM",1,0,0,1,"3.7.25","STN"
"2985","SRR5024239","non-pMSM",0,0,0,0,"3.7.16","non-STN"
"2986","SRR3530560","non-pMSM",0,0,0,0,"3.7.28","non-STN"
"2987","SRR4897541","non-pMSM",0,0,0,0,"3.6.4","non-STN"
"2988","SRR3530550","non-pMSM",0,0,0,0,"3.7.25","non-STN"
"2989","SRR3531251","pMSM",0,0,0,0,"3.7.12","non-STN"
"2990","SRR3531891","pMSM",1,1,0,0,"3.6.1","STN"
"2991","SRR3531236","non-pMSM",0,0,0,0,"2.1","non-STN"
"2992","SRR3530402","non-pMSM",0,0,0,0,"3.7.4","non-STN"
"2993","SRR3530580","pMSM",0,0,0,0,"3.6.3","non-STN"
"2994","SRR4897292","Travel",0,0,0,0,"3.6.2","Travel"
"2995","SRR3531023","non-pMSM",0,0,0,0,"3.6.3","non-STN"
"2996","SRR3531030","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"2997","SRR3531851","Travel",0,0,0,0,"3.7.4","Travel"
"2998","SRR4897581","Travel",0,0,0,0,"3.7.9","Travel"
"2999","SRR4787315","Travel",1,0,1,0,"3.6.1.1","Travel"
"3000","SRR5017467","pMSM",1,0,1,0,"3.7.18","non-STN"
"3001","SRR3530574","Travel",0,0,0,0,"3.7.30.1","Travel"
"3002","SRR3531451","Travel",1,1,1,0,"3.6.3","Travel"
"3003","SRR3531447","non-pMSM",1,1,0,0,"3.7.25","non-STN"
"3004","SRR3531441","non-pMSM",0,0,0,0,"3.7.17","non-STN"
"3005","SRR5023832","Travel",1,1,0,0,"3.7.25","Travel"
"3006","SRR4788222","Travel",1,0,0,1,"3.7.25","Travel"
"3007","SRR3530401","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"3008","SRR3531859","Travel",0,0,0,0,"3.6.1","Travel"
"3009","SRR3530451","Travel",0,0,0,0,"3.6.1","Travel"
"3010","SRR4897244","non-pMSM",0,0,0,0,"3.6.4","non-STN"
"3011","SRR3530599","non-pMSM",1,0,1,0,"3.6.1.1","non-STN"
"3012","SRR3531919","non-pMSM",1,1,1,0,"3.7","non-STN"
"3013","SRR5017480","non-pMSM",0,0,0,0,"3.6.4","non-STN"
"3014","SRR5005277","Travel",0,0,0,0,"3.7.30.1","Travel"
"3015","SRR3530605","non-pMSM",1,0,1,0,"3.7.18","non-STN"
"3016","SRR5018332","non-pMSM",1,1,1,0,"3.6.1.1","non-STN"
"3017","SRR3530433","Travel",1,0,1,0,"3.6.1.1","Travel"
"3018","SRR3531779","non-pMSM",0,0,0,0,"3.7.18","non-STN"
"3019","SRR5018253","Travel",1,1,1,0,"3.6.1.1","Travel"
"3020","SRR3531423","Travel",1,0,1,0,"3.6.1.1","Travel"
"3021","SRR3530506","pMSM",1,1,1,0,"3.6.1","non-STN"
"3022","SRR3530556","Travel",0,0,0,0,"3.4.1","Travel"
"3023","SRR3531893","pMSM",1,0,1,1,"3.6.1.1.2","STN"
"3024","SRR3530552","pMSM",0,0,0,0,"3.7.3","non-STN"
"3025","SRR3531710","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"3026","SRR3530400","non-pMSM",0,0,0,0,"3.6.3","non-STN"
"3027","SRR3531862","Travel",0,0,0,0,"3.7.18","Travel"
"3028","SRR4897591","non-pMSM",1,1,0,0,"3.7.25","non-STN"
"3029","SRR3530592","non-pMSM",0,0,0,0,"uncalled","non-STN"
"3030","SRR3530523","non-pMSM",0,0,0,0,"3.7.25","non-STN"
"3031","SRR3530813","Travel",0,0,0,0,"3.6.1","Travel"
"3032","SRR3531721","pMSM",1,0,0,1,"3.7.25","STN"
"3033","SRR4787216","Travel",0,0,0,0,"3.4.1","Travel"
"3034","SRR3531063","Travel",1,0,1,0,"3.7.18","Travel"
"3035","SRR3531088","non-pMSM",0,0,0,0,"3.6.2","non-STN"
"3036","SRR3530577","Travel",0,0,0,0,"3.6.2","Travel"
"3037","SRR4897280","non-pMSM",1,1,1,0,"3.7.25","non-STN"
"3038","SRR5017488","pMSM",0,0,0,0,"3.6.2","non-STN"
"3039","SRR5005322","non-pMSM",0,0,0,0,"3.6.2","non-STN"
"3040","SRR5017327","non-pMSM",0,0,0,0,"3.7.10","non-STN"
"3041","SRR3530547","non-pMSM",0,0,0,0,"3.6.1","non-STN"
"3042","SRR3530536","non-pMSM",0,0,0,0,"3.6.2","non-STN"
"3043","SRR3530631","non-pMSM",1,0,1,1,"3.6.1.1","non-STN"
"3044","SRR4897125","Travel",0,0,0,0,"3.7.10","Travel"
