"","Accession","Group","AMRany","ESBLR","CiprofloxacinR","AzithromycinR","Genotype"
"1273","SRR7187994","pMSM",1,1,0,1,"3.7.29.1.4.1"
"1274","SRR7244243","non-pMSM",0,0,0,0,"3.6.1"
"1275","SRR7291008","pMSM",1,0,1,1,"3.6.1.1.2"
"1276","SRR7286182","Travel",0,0,0,0,"3.6.1"
"1277","SRR7257321","Travel",0,0,0,0,"3.7.16"
"1278","SRR7276962","Travel",1,0,1,1,"3.6.1.1"
"1279","SRR7236430","non-pMSM",0,0,0,0,"2.10.1"
"1280","SRR7187031","Travel",1,0,1,0,"3.6.1.1"
"1281","SRR7249504","non-pMSM",0,0,0,0,"3.7.18"
"1282","SRR7251500","non-pMSM",1,0,1,1,"3.6.1.1.2"
"1283","SRR7208634","pMSM",1,0,1,1,"3.6.1.1.2"
"1284","SRR7204325","Travel",0,0,0,0,"2.4.3"
"1285","SRR7187879","pMSM",0,0,0,0,"3.7.18"
"1286","SRR7266790","pMSM",1,0,1,1,"3.6.1.1.2"
"1287","SRR7407985","pMSM",1,0,1,1,"3.6.1.1.2"
"1288","SRR7184354","non-pMSM",1,0,1,0,"3.6.1.1"
"1289","SRR7286564","pMSM",1,0,1,1,"3.6.1.1.2"
"1290","SRR7256962","pMSM",1,0,1,1,"3.6.1.1.2"
"1291","SRR7170926","non-pMSM",1,1,1,0,"3.6.3"
"1292","SRR7221327","Travel",0,0,0,0,"3.6.4"
"1293","SRR7223084","Travel",0,0,0,0,NA
"1294","SRR7256984","Travel",1,1,1,0,"3.6.1.1"
"1295","SRR7179818","pMSM",1,0,1,0,"3.6.1.1"
"1296","SRR7266831","pMSM",1,0,1,1,"3.6.1.1.2"
"1297","SRR7285537","Travel",0,0,0,0,"3"
"1298","SRR7172263","Travel",1,1,1,1,"3.6.3"
"1299","SRR7290925","pMSM",1,0,1,0,"3.6.1.1.2"
"1300","SRR7286540","pMSM",1,1,0,1,"3.7.29.1.4.1"
"1301","SRR7236434","Travel",1,0,1,0,"3.6.1.1"
"1302","SRR7286389","Travel",1,1,1,1,"3.6.1.1.1"
"1303","SRR7221196","pMSM",1,1,0,1,"3.7.29.1.4.1"
"1304","SRR7250946","Travel",1,1,1,1,"3.6.3"
"1305","SRR7276885","pMSM",1,0,0,1,"3.7.25"
"1306","SRR7285416","non-pMSM",1,0,0,1,"3.7.25"
"1307","SRR7274791","pMSM",1,0,1,1,"3.6.1.1.2"
"1308","SRR7401688","Travel",0,0,0,0,"3.7.16"
"1309","SRR7223119","Travel",1,0,1,0,"3.6.1.1"
"1310","SRR7179835","Travel",1,1,1,1,"3.6.3"
"1311","SRR7257045","Travel",1,1,1,0,"3.7.25"
"1312","SRR7367237","Travel",1,0,1,0,"3.6.1.1"
"1313","SRR7244273","pMSM",1,1,0,1,"3.7.29.1.4.1"
"1314","SRR7187080","Travel",0,0,0,0,"3.7"
"1315","SRR7223111","pMSM",1,0,1,1,"3.6.1.1.2"
"1316","SRR7291639","pMSM",1,0,1,1,"3.6.1.1.2"
"1317","SRR7367390","pMSM",1,0,1,1,"3.6.1.1.2"
"1318","SRR7184216","Travel",1,1,1,1,"3.6.3"
"1319","SRR7286365","Travel",0,0,0,0,"3.7.3"
"1320","SRR7191531","pMSM",0,0,0,0,"3.4.1"
"1321","SRR7191721","Travel",0,0,0,0,"3.6.1"
"1322","SRR7204364","pMSM",1,0,1,0,"3.6.1.1"
"1323","SRR7215287","non-pMSM",0,0,0,0,"3.7"
"1324","SRR7266772","pMSM",1,0,1,0,"3.6.1.1"
"1325","SRR7186900","pMSM",1,0,1,1,"3.6.1.1.2"
"1326","SRR7250972","pMSM",1,1,0,0,"3.7.25"
"1327","SRR7358009","pMSM",0,0,0,0,"3.6.1"
"1328","SRR7249693","Travel",1,1,1,0,"3.7.25"
"1329","SRR7285528","non-pMSM",1,0,1,0,"3.6.1.1"
"1330","SRR7291598","pMSM",1,1,1,1,"3.6.3"
"1331","SRR7285461","pMSM",0,0,0,0,"2.10.1"
"1332","SRR7276899","non-pMSM",1,1,1,0,"3.6.3"
"1333","SRR7290986","non-pMSM",1,1,1,0,"3.6.3"
"1334","SRR7274753","Travel",1,1,1,1,"3.6.3"
"1335","SRR7285565","non-pMSM",1,1,1,1,"3.6.3"
"1336","SRR7187833","non-pMSM",1,1,1,0,"3.6.3"
"1337","SRR7290968","Travel",1,1,1,0,"3.6.3"
"1338","SRR7265853","Travel",1,1,1,1,"3.6.3"
"1339","SRR7250978","pMSM",1,0,1,1,"3.6.1.1.2"
"1340","SRR7286391","non-pMSM",1,1,1,1,"3.6.3"
"1341","SRR7230380","pMSM",1,1,1,0,"3.6.3"
"1342","SRR7266787","non-pMSM",1,1,1,0,"3.6.3"
"1343","SRR7265923","non-pMSM",1,0,1,0,"3.6.1.1"
"1344","SRR7230383","pMSM",1,0,1,1,"3.6.1.1.2"
"1345","SRR7236437","Travel",1,1,1,1,"3.6.3"
"1346","SRR7223070","Travel",1,1,1,0,"3.7.25"
"1347","SRR7251413","Travel",1,0,1,0,"3"
"1348","SRR7286456","pMSM",1,1,1,0,"3.6.1.1"
"1349","SRR7236445","pMSM",1,0,0,1,"3.7.25"
"1350","SRR7236617","pMSM",1,0,1,1,"3.6.1.1.2"
"1351","SRR7250956","non-pMSM",0,0,0,0,"3.7.18"
"1352","SRR7286499","non-pMSM",1,1,1,0,"3.6.3"
"1353","SRR7250953","non-pMSM",1,0,1,0,"3.6.1.1"
"1354","SRR7251002","Travel",1,1,1,1,"3.6.3"
"1355","SRR7250954","non-pMSM",1,1,1,1,"3.6.3"
"1356","SRR7286583","non-pMSM",0,0,0,0,NA
"1357","SRR7250993","non-pMSM",0,0,0,0,"3.7"
"1358","SRR7291912","Travel",1,0,1,0,"3.6.1.1"
"1359","SRR7367472","non-pMSM",1,1,1,1,"3.6.3"
"1360","SRR7274809","Travel",1,0,1,0,"3.6.1.1"
"1361","SRR7367570","non-pMSM",1,1,1,0,"3.6.3"
"1362","SRR7401640","pMSM",1,0,1,1,"3.6.1.1.2"
"1363","SRR7358270","pMSM",1,0,1,1,"3.6.1.1.2"
"1364","SRR7367396","pMSM",1,1,0,1,"3.7.29.1.4.1"
"1365","SRR7291042","non-pMSM",0,0,0,0,"3.7.11"
"1366","SRR7291001","non-pMSM",0,0,0,0,"3.7.11"
"1367","SRR7401622","non-pMSM",0,0,0,0,"3.6"
"1368","SRR7407918","non-pMSM",0,0,0,0,"3.6.1"
"1369","SRR7286608","Travel",0,0,0,0,"3.6.1"
"1370","SRR7291917","pMSM",1,0,1,1,"3.6.1.1.2"
"1371","SRR7290916","non-pMSM",0,0,0,0,"3.7.16"
"1372","SRR7401614","non-pMSM",1,1,1,0,"3.6.3"
"1373","SRR7290896","pMSM",0,0,0,0,"3.7.11"
"1374","SRR7291601","pMSM",1,0,1,1,"3.6.1.1.2"
"1375","SRR7286474","non-pMSM",0,0,0,0,"3.6.2"
"1376","SRR7290995","pMSM",1,0,1,1,"3.6.1.1.2"
"1377","SRR7367398","Travel",1,1,1,0,"3.6.3"
"1378","SRR7367214","Travel",1,0,1,0,"3.6.1.1"
"1379","SRR7291610","pMSM",1,0,1,1,"3.6.1.1.2"
"1380","SRR7290899","non-pMSM",1,0,1,1,"3.6.1.1.2"
"1381","SRR7367526","pMSM",0,0,0,0,"3.6.3"
"1382","SRR7367460","non-pMSM",1,1,1,1,"3.6.1.1"
"1383","SRR7291546","Travel",1,1,1,1,"3.6.3"
"1384","SRR7291933","pMSM",1,0,1,1,"3.6.1.1.2"
"1385","SRR7416067","Travel",0,0,0,0,"3.6.2"
"1386","SRR7416071","pMSM",0,0,0,0,"3.7"
"1387","SRR7358112","Travel",1,1,1,0,"3.6.1.1"
"1388","SRR7291034","pMSM",1,0,1,1,"3.6.1.1.2"
"1389","SRR7291665","non-pMSM",0,0,0,0,"3.7.3"
"1390","SRR7291596","non-pMSM",1,0,1,0,"3.6.1.1"
"1391","SRR7367239","pMSM",0,0,0,0,"3.6.1"
"1392","SRR7358012","pMSM",1,0,1,1,"3.6.1.1.2"
"1393","SRR7358114","pMSM",0,0,0,0,"3.6.1"
"1394","SRR7407916","non-pMSM",1,1,1,1,"3.6.3"
"1395","SRR7401715","non-pMSM",0,0,0,0,"3.7"
"1396","SRR7416064","pMSM",1,0,1,1,"3.6.1.1.2"
"1397","SRR7358264","non-pMSM",1,1,1,1,"3.6.3"
"1398","SRR7416054","Travel",1,1,1,1,"3.6.3"
"1399","SRR7367575","Travel",0,0,0,0,"3.6.2"
"1400","SRR7416070","Travel",1,1,1,0,"3.7.25"
"1401","SRR7407917","Travel",0,0,0,0,"3.6.1"
"1402","SRR7407924","Travel",0,0,0,0,"3.7.21"
"1403","SRR7417184","pMSM",1,0,1,1,"3.6.1.1.2"
"1404","SRR7416066","pMSM",0,0,0,0,"3.7.7"
"1405","SRR7416062","Travel",0,0,0,0,"3.7.26"
"1406","SRR7416063","non-pMSM",1,1,1,1,"3.6.3"
"1407","SRR7416057","Travel",0,0,0,0,"3.7.25"
"1408","SRR7416055","non-pMSM",0,0,0,0,"3.7"
"1409","SRR7456553","pMSM",1,0,1,1,"3.6.1.1.2"
"1410","SRR7456560","pMSM",1,0,1,1,"3.6.1.1.2"
"1411","SRR7527620","pMSM",1,0,0,1,"3.7.29.1.2"
"1412","SRR7456573","non-pMSM",0,0,0,0,"3.4.1"
"1413","SRR7527640","non-pMSM",0,0,0,0,"3.6.1"
"1414","SRR7439078","non-pMSM",1,0,1,1,"3.6.1.1.2"
"1415","SRR7439138","Travel",0,0,0,0,"2.5.1"
"1416","SRR7439137","non-pMSM",1,0,1,0,"3.6.1.1"
"1417","SRR7439067","pMSM",1,0,1,1,"3.6.1.1.2"
"1418","SRR7439071","pMSM",1,0,1,1,"3.6.1.1.2"
"1419","SRR7456556","Travel",1,1,1,0,"3.6.1.1"
"1420","SRR7457851","pMSM",1,0,1,1,"3.6.1.1.2"
"1421","SRR7456561","pMSM",1,0,1,1,"3.6.1.1.2"
"1422","SRR7456572","pMSM",1,0,1,1,"3.6.1.1"
"1423","SRR7456567","pMSM",1,0,1,1,"3.6.1.1.2"
"1424","SRR7457802","pMSM",1,1,0,0,"3.6.2"
"1425","SRR7457804","pMSM",1,0,0,1,"3.7.25"
"1426","SRR7457803","Travel",0,0,0,0,NA
"1427","SRR7474042","pMSM",1,0,1,0,"3.6.1.1"
"1428","SRR7474132","pMSM",1,0,1,1,"3.6.1.1.2"
"1429","SRR7474035","non-pMSM",1,1,1,1,"3.6.3"
"1430","SRR7495421","pMSM",1,0,1,1,"3.6.1.1.2"
"1431","SRR7495417","pMSM",1,1,0,1,"3.7.29.1.4.1"
"1432","SRR7495423","pMSM",1,0,1,1,"3.6.1.1.2"
"1433","SRR7495422","pMSM",1,0,1,1,"3.6.1.1.2"
"1434","SRR7501107","Travel",0,0,0,0,"3.7.10"
"1435","SRR7500940","non-pMSM",0,0,0,0,"3.7.25"
"1436","SRR7500992","pMSM",1,0,1,1,"3.6.1.1.2"
"1437","SRR7500958","non-pMSM",1,1,1,1,"3.6.3"
"1438","SRR7500939","pMSM",1,0,1,1,"3.6.1.1.2"
"1439","SRR7501511","pMSM",0,0,0,0,"3.6.3"
"1440","SRR7527628","pMSM",1,0,1,1,"3.6.1.1.2"
"1441","SRR7527629","Travel",1,0,1,0,"3.4.1"
"1442","SRR7527637","Travel",1,1,0,0,"3.7.25"
"1443","SRR7522854","pMSM",0,0,0,0,"2.11.2"
"1444","SRR7522840","Travel",1,0,1,0,"3.6.1.1"
"1445","SRR7588686","pMSM",1,0,1,1,"3.6.1.1.2"
"1446","SRR7522847","pMSM",1,0,1,1,"3.6.1.1.2"
"1447","SRR7522842","pMSM",1,0,1,1,"3.6.1.1.2"
"1448","SRR7522850","pMSM",1,0,1,1,"3.6.1.1.2"
"1449","SRR7527633","non-pMSM",1,0,1,0,"3.7.18"
"1450","SRR7527644","pMSM",1,1,1,1,"3.6.3"
"1451","SRR7537586","non-pMSM",1,0,1,0,"3.6.1.1"
"1452","SRR7527635","pMSM",1,0,1,1,"3.6.1.1.2"
"1453","SRR7527631","non-pMSM",1,0,1,1,"3.6.1.1.2"
"1454","SRR7527645","Travel",1,0,1,0,"3.6.1.1"
"1455","SRR7527647","pMSM",0,0,0,0,"3.7.18"
"1456","SRR7588674","Travel",1,0,1,0,"3.6.1.1"
"1457","SRR7588678","Travel",0,0,0,0,"3.7.3"
"1458","SRR7588702","pMSM",0,0,0,0,"3.6.1"
"1459","SRR7588677","non-pMSM",0,0,0,0,"3.6.3"
"1460","SRR7588695","Travel",1,0,1,0,"3.6.1.1"
"1461","SRR7588716","pMSM",1,0,0,1,"3.7.29.1.2"
"1462","SRR7588736","pMSM",1,0,0,1,"3.7.29.1.2"
"1463","SRR7588741","pMSM",0,0,0,0,"3.6.1"
"1464","SRR7588721","pMSM",1,0,1,1,"3.6.1.1.2"
"1465","SRR7842144","pMSM",1,0,1,1,"3.6.1.1.2"
"1466","SRR7588680","non-pMSM",1,1,1,1,"3.6.3"
"1467","SRR7588676","Travel",1,1,1,0,"3.7.25"
"1468","SRR7842171","Travel",0,0,0,0,"3.6.2"
"1469","SRR7588688","non-pMSM",1,1,1,1,"3.6.3"
"1470","SRR7588723","pMSM",1,0,1,1,"3.6.1.1.2"
"1471","SRR7588729","non-pMSM",1,1,1,0,"3.7.25"
"1472","SRR7588742","pMSM",1,1,1,0,"3.7.25"
"1473","SRR7588709","Travel",0,0,0,0,"3.7.21"
"1474","SRR7849988","non-pMSM",0,0,0,0,"3.7.16"
"1475","SRR7826908","Travel",0,0,0,0,"2.10.1"
"1476","SRR7826984","non-pMSM",1,1,1,1,"3.6.3"
"1477","SRR7826937","pMSM",1,0,0,1,"3.7.25"
"1478","SRR7827056","pMSM",1,0,1,1,"3.6.1.1.2"
"1479","SRR7842090","non-pMSM",1,0,1,0,"3.6.1.1"
"1480","SRR7837804","Travel",1,1,1,0,"3.7.25"
"1481","SRR7850035","pMSM",1,0,1,1,"3.6.1.1.2"
"1482","SRR7842129","Travel",0,0,0,0,"3.6.1"
"1483","SRR7850125","non-pMSM",1,1,1,1,"3.6.3"
"1484","SRR7850084","Travel",1,1,1,0,"3.7.25"
"1485","SRR7835542","Travel",1,0,1,0,"3.7.18"
"1486","SRR7850052","non-pMSM",0,0,0,0,"3.6.1"
"1487","SRR7842152","Travel",0,0,0,0,"2.11.2"
"1488","SRR7826952","Travel",1,1,1,1,"3.7.25"
"1489","SRR7832322","pMSM",0,0,0,0,NA
"1490","SRR7839329","Travel",0,0,0,0,"3.6.2"
"1491","SRR7832326","pMSM",0,0,0,0,"3.6.2"
"1492","SRR7850006","non-pMSM",1,1,1,0,"3.7.25"
"1493","SRR7873472","pMSM",1,0,1,1,"3.6.1.1.2"
"1494","SRR7842074","non-pMSM",0,0,0,0,"3.6.1"
"1495","SRR7826920","pMSM",1,1,1,1,"3.6.1.1.2"
"1496","SRR7850134","pMSM",1,0,1,1,"3.6.1.1.2"
"1497","SRR7850066","pMSM",1,0,1,1,"3.6.1.1.2"
"1498","SRR7866091","pMSM",1,0,1,1,"3.6.1.1.2"
"1499","SRR7849984","pMSM",1,1,1,1,"3.7.25"
"1500","SRR7842046","Travel",1,1,1,0,"3.7.25"
"1501","SRR7832323","pMSM",1,0,1,0,"3.6.1.1"
"1502","SRR7842106","pMSM",1,0,1,1,"3.6.1.1.2"
"1503","SRR7839308","pMSM",1,0,1,1,"3.6.1.1.2"
"1504","SRR7839302","non-pMSM",0,0,0,0,"3.7.21"
"1505","SRR7839352","non-pMSM",0,0,0,0,"3.7.18"
"1506","SRR7842128","non-pMSM",0,0,0,0,"2.11.2"
"1507","SRR7850008","pMSM",1,0,1,1,"3.6.1.1.2"
"1508","SRR7866112","pMSM",1,0,1,1,"3.6.1.1.2"
"1509","SRR7834588","non-pMSM",0,0,0,0,"3.6.1"
"1510","SRR7826976","pMSM",1,0,1,0,"3.6.1.1"
"1511","SRR7826972","Travel",1,0,1,0,"3.6.1.1"
"1512","SRR7842097","pMSM",1,0,1,1,"3.6.1.1.2"
"1513","SRR7850182","non-pMSM",1,1,1,1,"3.6.3"
"1514","SRR7850174","pMSM",0,0,0,0,"3.6.1"
"1515","SRR7849994","pMSM",1,0,1,1,"3.6.1.1.2"
"1516","SRR7850083","Travel",0,0,0,0,"3.7.16"
"1517","SRR7836300","non-pMSM",0,0,0,0,"3.7.16"
"1518","SRR7842119","pMSM",1,0,1,1,"3.6.1.1.2"
"1519","SRR7842123","Travel",0,0,0,0,"3.7.16"
"1520","SRR7842135","Travel",0,0,0,0,"3.7.16"
"1521","SRR7842125","pMSM",1,0,1,1,"3.6.1.1.2"
"1522","SRR7826980","Travel",0,0,0,0,"3.7.16"
"1523","SRR7850181","Travel",1,1,1,0,"3.7.25"
"1524","SRR7850057","non-pMSM",0,0,0,0,"3.7.16"
"1525","SRR7833079","Travel",0,0,0,0,"3.7.21"
"1526","SRR7839319","pMSM",1,0,1,1,"3.6.1.1.2"
"1527","SRR7850055","pMSM",1,0,1,1,"3.6.1.1.2"
"1528","SRR7850014","non-pMSM",1,1,1,0,"3.6.1.1"
"1529","SRR7836288","pMSM",1,0,1,1,"3.6.1.1.2"
"1530","SRR7832328","Travel",0,0,0,0,"3.7.21"
"1531","SRR7833841","pMSM",0,0,0,0,"3.7.16"
"1532","SRR7827068","non-pMSM",1,1,1,0,"3.7.25"
"1533","SRR7850116","Travel",1,1,1,0,"3.6.1.1"
"1534","SRR7842131","pMSM",1,0,1,1,"3.6.1.1.2"
"1535","SRR7842126","non-pMSM",1,0,1,1,"3.6.1.1.2"
"1536","SRR7833091","pMSM",1,0,1,1,"3.6.1.1.2"
"1537","SRR7850012","non-pMSM",0,0,0,0,"3.7.16"
"1538","SRR7850032","pMSM",0,0,0,0,"3.7.16"
"1539","SRR7836310","Travel",0,0,0,0,"3.7.21"
"1540","SRR7839345","non-pMSM",0,0,0,0,"2.11.2"
"1541","SRR7836285","pMSM",1,1,1,0,"3.6.1.1"
"1542","SRR7850151","non-pMSM",0,0,0,0,"3.7.16"
"1543","SRR7850027","Travel",0,0,0,0,"3.6.2"
"1544","SRR7827037","pMSM",1,0,1,1,"3.6.1.1.2"
"1545","SRR7842187","Travel",0,0,0,0,"3.6.2"
"1546","SRR7850073","Travel",0,0,0,0,"3.7.16"
"1547","SRR7866243","Travel",1,0,1,0,"3.6.1.1.3"
"1548","SRR7833078","non-pMSM",0,0,0,0,"3.7.25"
"1549","SRR7833088","Travel",1,1,1,1,"3.6.3"
"1550","SRR7850058","non-pMSM",1,1,1,1,"3.6.3"
"1551","SRR7850039","Travel",1,0,1,0,"3.6.1.1"
"1552","SRR7842163","Travel",1,1,1,0,"3.7.25"
"1553","SRR7826946","non-pMSM",1,0,1,1,"3.6.1.1.2"
"1554","SRR7850136","pMSM",1,0,1,1,"3.6.1.1.2"
"1555","SRR7842067","non-pMSM",0,0,0,0,"3.6.4"
"1556","SRR7839323","Travel",0,0,0,0,"3.6.2"
"1557","SRR7827041","non-pMSM",1,0,1,0,"3.6.1.1"
"1558","SRR7842168","pMSM",1,0,1,1,"3.6.1.1.2"
"1559","SRR7842121","non-pMSM",1,0,1,0,"3.6.1.1"
"1560","SRR7850051","pMSM",1,0,1,1,"3.6.1.1.2"
"1561","SRR7850069","Travel",1,0,1,0,"3.6.1.1"
"1562","SRR7836299","pMSM",1,0,0,1,"3.7.25"
"1563","SRR7842104","pMSM",1,0,0,1,"3.7.25"
"1564","SRR7826954","Travel",1,0,1,0,"3.6.1.1"
"1565","SRR7833096","non-pMSM",0,0,0,0,"3.7.25"
"1566","SRR7842073","non-pMSM",1,1,1,1,"3.6.3"
"1567","SRR7839347","pMSM",1,0,1,1,"3.6.1.1.2"
"1568","SRR7826923","non-pMSM",1,0,1,0,"3.4.1"
"1569","SRR7842176","non-pMSM",1,0,1,0,"3.6.1.1"
"1570","SRR7842094","Travel",0,0,0,0,"3.7.16"
"1571","SRR7826979","Travel",0,0,0,0,"3.6.2"
"1572","SRR7850193","Travel",0,0,0,0,"3.6.4"
"1573","SRR7839300","Travel",0,0,0,0,"3.7.25"
"1574","SRR7839304","pMSM",1,0,1,1,"3.6.1.1.2"
"1575","SRR7842136","pMSM",1,0,1,1,"3.6.1.1.2"
"1576","SRR7850161","pMSM",1,0,1,1,"3.6.1.1.2"
"1577","SRR7850077","non-pMSM",0,0,0,0,"3.6.1"
"1578","SRR7826909","Travel",1,0,0,1,"3.7.25"
"1579","SRR7842081","non-pMSM",1,1,1,0,"3.6.1.1"
"1580","SRR7850150","pMSM",0,0,0,0,"3.6.1"
"1581","SRR7850201","Travel",0,0,0,0,"3.7.21"
"1582","SRR7850101","non-pMSM",0,0,0,0,"3.6.1"
"1583","SRR7826943","non-pMSM",1,1,1,0,"3.7.25"
"1584","SRR7850205","pMSM",1,0,1,1,"3.6.1.1.2"
"1585","SRR7839337","Travel",0,0,0,0,"3.6.1"
"1586","SRR7834591","non-pMSM",1,0,1,0,"3.6.1.1"
"1587","SRR7839338","Travel",1,0,1,0,"3.6.1.1"
"1588","SRR7850279","non-pMSM",1,1,1,0,"3.7.25"
"1589","SRR7850229","non-pMSM",0,0,0,0,"3.6.4"
"1590","SRR7842200","non-pMSM",1,1,1,1,"3.6.3"
"1591","SRR7866286","pMSM",1,0,0,1,"3.7.25"
"1592","SRR7840869","Travel",0,0,0,0,"3.6.2"
"1593","SRR7866104","non-pMSM",0,0,0,0,"3.6.1"
"1594","SRR7842127","pMSM",1,0,1,0,"3.7.18"
"1595","SRR7833102","pMSM",1,0,1,1,"3.6.1.1.2"
"1596","SRR7841123","pMSM",1,0,1,1,"3.6.1.1.2"
"1597","SRR7826968","Travel",0,0,0,0,"3.6.1"
"1598","SRR7826941","Travel",0,0,0,0,"3.7.21"
"1599","SRR7839318","non-pMSM",1,1,0,0,"3.7.30.1"
"1600","SRR7850129","Travel",1,1,1,1,"3.6.3"
"1601","SRR7839346","pMSM",1,0,1,0,"3.7.18"
"1602","SRR7842169","Travel",1,0,1,0,"3.6.1.1"
"1603","SRR7838553","non-pMSM",0,0,0,0,"3.6.4"
"1604","SRR7850265","non-pMSM",0,0,0,0,NA
"1605","SRR7826981","Travel",1,0,1,0,"3.4.1"
"1606","SRR7836297","non-pMSM",1,0,1,0,"3.6.1.1"
"1607","SRR7850075","non-pMSM",0,0,0,0,"3.6.2"
"1608","SRR7842065","pMSM",1,1,0,1,"3.7.29.1.4.1"
"1609","SRR7826933","pMSM",1,0,1,1,"3.6.1.1.2"
"1610","SRR7842096","non-pMSM",0,0,0,0,"3.6.2"
"1611","SRR7850092","Travel",1,1,0,0,"3.7.25"
"1612","SRR7835330","non-pMSM",0,0,0,0,"3.6.3"
"1613","SRR7866101","non-pMSM",0,0,0,0,"3.7.16"
"1614","SRR7833103","pMSM",1,0,1,1,"3.6.1.1.2"
"1615","SRR7850208","non-pMSM",0,0,0,0,"3.7.30.1"
"1616","SRR7836290","non-pMSM",1,1,1,1,"3.6.3"
"1617","SRR7850028","pMSM",1,0,1,1,"3.6.1.1.2"
"1618","SRR7866232","non-pMSM",0,0,0,0,"3.7.3"
"1619","SRR7826987","Travel",0,0,0,0,"3.7.25"
"1620","SRR7842140","Travel",1,1,0,0,"3.7.25"
"1621","SRR7827993","pMSM",1,0,1,1,"3.6.1.1.2"
"1622","SRR7842160","pMSM",0,0,0,0,"3.7.16"
"1623","SRR7866527","Travel",0,0,0,0,"3.7.16"
"1624","SRR7850121","non-pMSM",1,0,1,0,"3.6.1.1"
"1625","SRR7832324","non-pMSM",1,1,0,0,"3.7.25"
"1626","SRR7849986","Travel",1,1,1,0,"3.6.3"
"1627","SRR7866236","Travel",0,0,0,0,"3.7.16"
"1628","SRR7850063","Travel",0,0,0,0,"3.6.1"
"1629","SRR7850103","Travel",1,0,1,0,"3.6.1.1"
"1630","SRR7826938","non-pMSM",0,0,0,0,"3.7.16"
"1631","SRR7850095","non-pMSM",1,1,1,0,"3.7.30.1"
"1632","SRR7840172","Travel",0,0,0,0,"3.7.16"
"1633","SRR7889989","Travel",0,0,0,0,"3.7.25"
"1634","SRR7850222","non-pMSM",1,0,1,0,"3.7.18"
"1635","SRR7866114","pMSM",1,0,1,1,"3.6.1.1.2"
"1636","SRR7873473","non-pMSM",1,0,1,0,"3.6.1.1"
"1637","SRR7850085","Travel",1,1,0,1,"3.7.25"
"1638","SRR7850240","Travel",0,0,0,0,"3.7.16"
"1639","SRR7890015","Travel",0,0,0,0,"3.6.1"
"1640","SRR7890012","Travel",0,0,0,0,"3.7.16"
"1641","SRR7890018","non-pMSM",0,0,0,0,"3.6.4"
"1642","SRR7866099","pMSM",1,0,1,1,"3.6.1.1.2"
"1643","SRR7866246","Travel",0,0,0,0,"3.7.16"
"1644","SRR7866254","non-pMSM",1,1,1,1,"3.6.3"
"1645","SRR7866251","pMSM",0,0,0,0,"3.6.4"
"1646","SRR7866227","pMSM",0,0,0,0,"3.6.3"
"1647","SRR7866100","non-pMSM",1,0,1,1,"3.6.1.1.2"
"1648","SRR7866069","Travel",0,0,0,0,"3.7.30.1"
"1649","SRR7895998","Travel",1,1,0,0,"3.7.25"
"1650","SRR7866077","Travel",0,0,0,0,"3.6.2"
"1651","SRR7873476","non-pMSM",0,0,0,0,"3.6.2"
"1652","SRR7866022","pMSM",0,0,0,0,"3.7.16"
"1653","SRR7866070","non-pMSM",1,0,1,1,"3.6.1.1.2"
"1654","SRR7866261","Travel",1,0,1,0,"3.6.1.1"
"1655","SRR7890116","non-pMSM",0,0,0,0,"3.6.2"
"1656","SRR7890020","pMSM",1,0,1,1,"3.6.1.1.2"
"1657","SRR7892545","non-pMSM",1,0,1,0,"3.6.1.1"
"1658","SRR7889991","pMSM",0,0,0,0,"3.6.2"
"1659","SRR7896003","pMSM",1,0,1,0,"3.6.1.1"
"1660","SRR7890113","non-pMSM",1,1,0,0,"3.7.25"
"1661","SRR7890114","pMSM",1,0,1,1,"3.6.1.1.2"
"1662","SRR7889990","non-pMSM",0,0,0,0,"3.7.30.4.1"
"1663","SRR7896004","Travel",1,0,1,0,"3.7.18"
"1664","SRR7892533","pMSM",1,0,1,1,"3.6.1.1.2"
"1665","SRR7896000","pMSM",1,0,1,1,"3.6.1.1.2"
"1666","SRR7892121","pMSM",1,0,1,1,"3.6.1.1.2"
"1667","SRR7892122","non-pMSM",1,0,1,0,"3.7.18"
"1668","SRR7892120","pMSM",1,1,0,0,"3.7.29.1.4.1"
"1669","SRR7895995","non-pMSM",1,1,1,1,"3.6.3"
"1670","SRR7892125","pMSM",1,0,1,0,"3.7.18"
"1671","SRR7892119","pMSM",1,0,1,1,"3.6.1.1.2"
"1672","SRR7895985","non-pMSM",0,0,0,0,"3.7.25"
"1673","SRR7895991","Travel",1,1,0,0,"3.7.25"
"1674","SRR7895987","Travel",0,0,0,0,"3.6.2"
"1675","SRR7895980","non-pMSM",1,1,0,0,"3.7.25"
"1676","SRR7895990","non-pMSM",1,0,1,0,"3.6.1.1"
"1677","SRR7895992","pMSM",0,0,0,0,"3.7.4"
"1678","SRR7895978","Travel",0,0,0,0,"3.7.26"
"1679","SRR7943928","Travel",0,0,0,0,"3.7.16"
"1680","SRR7943921","non-pMSM",1,1,1,1,"3.6.3"
"1681","SRR7943922","non-pMSM",1,1,1,1,"3.6.3"
"1682","SRR7943898","pMSM",1,0,1,0,"3.6.1.1.2"
"1683","SRR7943896","Travel",1,1,1,0,"3.6.3"
"1684","SRR7943916","Travel",0,0,0,0,"3.6.2"
"1685","SRR7943897","Travel",0,0,0,0,"3.6.2"
"1686","SRR7943920","pMSM",1,0,1,1,"3.6.1.1.2"
"1687","SRR7943911","Travel",0,0,0,0,"3.7.29.1"
